Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID,latitude,longitude
618,"17.408118, 78.484689","1-2-365/36/6 and 7, Opposite Indira Park, Ramakrishna Math Road, Domalguda",Sai Vani Super Specialty Hospital,Private,Hospital,Allopathic,"1-2-365/36/6 and 7, Opposite Indira Park, Ramakrishna Math Road, Domalguda",Andhra Pradesh,Hyderabad,0,500029,0,0,0,0,0,0,0,0,0,0,0,http://www.nabh.co/frmViewAccreditedHosp.aspx,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.408118,78.484689
622,"17.4697664, 78.3853073","JNTU Hitech City Road, 7th Phase, KPHB Colony, Near Hitech City Railway Station","Ankura Hospital for Children and Women, Kukatpally",Private,Hospital,Allopathic,"JNTU Hitech City Road, 7th Phase, KPHB Colony, Near Hitech City Railway Station",Andhra Pradesh,Hyderabad,0,500072,040 49599999,091609 20006,0,0,0,0,0,0,0,kukatpally@ankurahospital.com,0,http://www.ankurahospital.com,"Neonatology, Pediatric Critical Care, Paediatric Emergency, Paediatric Surgery, Pediatric Dentistry, Paediatric Neurology, Paediatric Cardiology, Paediatric Endocrinology, Obstetrics and Gynecology, Opthomology, Radiology, Pathology and Microbiology, Endocrinology, Physiotherapy, Psychiatry, Dermatology, Dental Health, Diet and Nutrition","Pediatric Facilities, Obstetrics and Gynaecology Services, 24 Hour Laboratory Service, Pharmacy, Emergency Ambulance Service with Transport Ventilator and Incubator, In House Canteen Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4697664,78.3853073
623,"17.4447068, 78.4663812","Near Yatri Nivas, SP Road, Opposite Metro Pillar Number 23, Beside Dominos Pizza, Begumpet","Ankura Hospital for Children and Women, Secunderabad",Private,Hospital,Allopathic,"Near Yatri Nivas, SP Road, Opposite Metro Pillar Number 23, Beside Dominos Pizza, Begumpet",Andhra Pradesh,Hyderabad,0,0,040 66969696,096188 88595,0,0,0,0,0,0,0,secunderabad@ankurahospital.com,0,http://www.ankurahospital.com,"Neonatology, Pediatric Critical Care, Paediatric Emergency, Paediatric Surgery, Pediatric Dentistry, Paediatric Neurology, Paediatric Cardiology, Paediatric Endocrinology, Obstetrics and Gynecology, Opthomology, Radiology, Pathology and Microbiology, Endocrinology, Physiotherapy, Psychiatry, Dermatology, Dental Health, Diet and Nutrition","Pediatric Facilities, Obstetrics and Gynaecology Services, 24 Hour Laboratory Service, Pharmacy, Emergency Ambulance Service with Transport Ventilator and Incubator, In House Canteen Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4447068,78.4663812
626,"17.4904322, 78.3926349","6th Phase, JNTU Road Kukatpally",Anupama Hospital,Private,Hospital,Allopathic,"6th Phase, JNTU Road Kukatpally",Andhra Pradesh,Hyderabad,0,500072,0,9160016230,0,0,0,0,0,0,0,0,0,http://anupamahospitals.com,"Dermatology, ENT, General Medice, Gynaecology and Obstetrics, Nephrology, Neuro Surgery, Plastic Surgery, Pediatric, Physiotherapy","ICU Facilities, 24/7 Pharmacy, Ambulance, Radiology and Imaging, Laboratories Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4904322,78.3926349
627,"17.3909698, 78.4379132","Santosh Nagar, Kanchanbagh",Apollo DRDO Hospital,Private,Hospital,Allopathic,"Santosh Nagar, Kanchanbagh",Andhra Pradesh,Hyderabad,0,500258,040 24342222,0,0,0,0,0,0,0,040 24342255,0,0,https://www.apollohospitals.com,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3909698,78.4379132
628,"17.4399295, 78.4982741","Pollicetty Towers, St.John's Road, Bhagyanagar Colony, Besides Keyes High School, Secunderabad",Apollo Hospital,Private,Hospital,Allopathic,"Pollicetty Towers, St.John's Road, Bhagyanagar Colony, Besides Keyes High School, Secunderabad",Andhra Pradesh,Hyderabad,0,500003,040 27718888,0,0,0,0,0,0,0,0,0,0,https://www.apollohospitals.com,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4399295,78.4982741
629,"17.385044, 78.486671",Jubilee Hills,Apollo Hospital,Private,Hospital,Allopathic,Jubilee Hills,Andhra Pradesh,Hyderabad,0,500033,"040 23607777, 040 23605555, 040 23602000",0,0,0,0,0,0,0,040 23608050,0,0,https://www.apollohospitals.com,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
630,"17.3730927, 78.4900381","16-2-705/5/5, Opposite Santhi Fire Works, Malakpet",Apollo Emergency Centre,Private,Hospital,Allopathic,"16-2-705/5/5, Opposite Santhi Fire Works, Malakpet",Andhra Pradesh,Hyderabad,0,500036,040 24557552,0,0,0,0,0,0,0,040 24557549,0,0,www.apollohospitals.com/,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3730927,78.4900381
632,"17.4227225, 78.4283057","Plot Number 298, Road Number 14, Banjara Hills",Asha Hospital,Private,Hospital,Allopathic,"Plot Number 298, Road Number 14, Banjara Hills",Andhra Pradesh,Hyderabad,0,0,"040 66752222, 040 23546728",0,0,0,0,0,0,0,0,0,0,http://ashahospital.org,"Asha Alcohol and Drug De Addiction Centre, Asha Schizophrenia Clinic, Asha Jyoti Rehabilitation Centre (AJRC)","In-Patient Admission Facility, Alcohol and Drug Detoxification, Electro Convulsive Therapy(ECT), Repetitive Transcranial Magnetic Stimulation, Repetitive Transcranial Magnetic Stimulation, Psychotherapy, Child and Adolescent Behavioral Issues, Pharmacy Services",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4227225,78.4283057
635,"31.3929171, 73.0853019","Street Number 6, Barkatpura",Bristlecone Hospital,Private,Hospital,Allopathic,"Street Number 6, Barkatpura",Andhra Pradesh,Hyderabad,0,500027,040 45999999,0,040 45999999,0,0,0,0,0,040 45999901,"info@bristleconehospitals.com, contact@bristleconehospitals.com",0,http://www.bristlecone.in,"Neurology, Urology and Nephrology, Obstetrics and Gynecology, Endoscopy, Pediatrics and Neo Natology, Orthopedics, Plastic Surgery, General Surgery, Trauma, Endocrine, Skin and Aesthetics, ENT, Diagnostics",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,31.3929171,73.0853019
638,"17.4136932, 78.4979469","1-4-908/7/1, Musheerabad\n",Guru Nanak Care Hospital,Private,Hospital,Allopathic,"1-4-908/7/1, Musheerabad",Andhra Pradesh,Hyderabad,0,500020,"040 30219000, 040 30219111, 040 30219123",0,0,0,0,0,0,0,040 30219488,info@carehospitals.com,0,http://www.carehospitals.com,"Anesthesiology, Cardiac Sciences, Critical Care, Dentistry, Dermatology, Dietetics and Nutrition, Emergency Medicine, ENT, Gastroenterology, General Medicine, General Surgery and Surgical Gastroenterology, Laboratory Medicine, Nephrology, Neuro Sciences, Obstetrics and Gynecology, Orthopedics, Physiotherapy and Rehabilitation, Plastic Surgery, Psychiatry, Pulmonology, Radiology, Rheumatology, Urology",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4136932,78.4979469
639,"17.4245471, 78.4310742","Lane Beside Harley Davidson Showroom, Sagar Soceity Main Road, Road Number 2, Banjara Hills",Challa Eye Care Centre,Private,Hospital,Allopathic,"Lane Beside Harley Davidson Showroom, Sagar Soceity Main Road, Road Number 2, Banjara Hills",Andhra Pradesh,Hyderabad,0,500034,"040 40137750, 040 171180",9849204178,"040 30219111, 040 30219123",0,0,0,0,0,0,raviprasad  challa@yahoo.com,0,http://challaeyecare.com,"Cataract Surgery, Bladeless LASIK Surgery, ICL, Contact Lenses, Glaucoma Eye Specialist, Oculoplasty Services, Squints Surgery, Pterygium Surgery, Opticals",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4245471,78.4310742
640,"17.4396894, 78.4506241","7-1-71/A/1, Dharam Karam Road, Ameerpet",Challa Hospital,Private,Hospital,Allopathic,"7-1-71/A/1, Dharam Karam Road, Ameerpet",Andhra Pradesh,Hyderabad,0,500016,"040 23744444, 040 23731215, 040 23731515, 040 23734182",09441318181,0,0,0,0,0,0,0,info@challahospital.com,0,http://www.challahospital.com,"Urology, Neurology, ENT, Gastroenterology, Nephrology, Andrology, Plastic Surgery, Cardiology, Arthroscopy, General Surgery, Gynaecology, Speech and Hearing Services, General Medicine, Orthopaedics, Andrology, Pulmonology, Gynaecology and Obstetrics, Paediatrics, Surgical Gastroenterology, Joint Replacement","Multi Speciality OPD, Five Major Operation Theatres, Septic Operation Theatre, Post-Op Ward, Neonatal ICU, Critical Care Unit, Critical Care Unit, Psychological Consultation",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4396894,78.4506241
642,"17.3499297, 78.5522438","3-11-142/N, DVN Complex, Opposite to Kamineni Hospital, RTC Colony, LB Nagar",Disha Children's Hospital,Private,Hospital,Allopathic,"3-11-142/N, DVN Complex, Opposite to Kamineni Hospital, RTC Colony, LB Nagar",Andhra Pradesh,Hyderabad,0,500074,040 24038488,0,0,0,0,0,0,0,0,0,0,http://dishachildrenshospital.blogspot.in/,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3499297,78.5522438
646,"17.3730927, 78.4900381","No 16-2-669/C, Shop No 1-4, Lakshmi Appartments, Malakpet",Dr.Agarwal's Eye Hospital,Private,Hospital,Allopathic,"No 16-2-669/C, Shop No 1-4, Lakshmi Appartments, Malakpet",Andhra Pradesh,Hyderabad,0,0,0,9100947324,0,0,0,0,0,0,0,malakpet@dragarwal.com,0,http://www.dragarwal.com/,"Cataract Surgery, Cornea and Refractive, Retina, Oculoplastic, Glaucoma, Uvea, Neuro Ophthamology, Squint and Pediatric Opthalmology, Lasik",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3730927,78.4900381
648,"17.3990949, 78.4773256","5-9-34/2, Basheer Bagh",Dr.Ramayya's Urology Nephrology Institute and Hospital Private Limited,Private,Hospital,Allopathic,"5-9-34/2, Basheer Bagh",Andhra Pradesh,Hyderabad,0,500063,0,9866714121,0,0,0,0,0,0,0,info@ramayyapramila.com,0,http://www.ramayyapramila.com,"LASER Treatment for Prostate, LASER Treatment for Stone, Lithotripsy, RIRS with Laser, Mini and Micro PCNL with LASER, Uro-Dynamics, Neuro Urology, Laparoscopic Urology, Female Urology, Reconstructive Urology, Pediatric Urology, Uro-Oncology, Male infertility, Andrology, Impotence\n",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3990949,78.4773256
653,"17.4875018, 78.3997822","Plot Number 197, Road Number 1, KPHB Colony, Kukatpally",Global Eye Hospital,Private,Hospital,Allopathic,"Plot Number 197, Road Number 1, KPHB Colony, Kukatpally",Andhra Pradesh,Hyderabad,0,500072,040  64510330,8008228811,0,0,0,0,0,0,0,globaleyehospital@gmail.com,0,http://www.globaleyehospital.com,"Primary Eye Care, Lasik Services, Cataract Services, Cornea and Refractive Surgery Services, Glaucoma Services, Retina and Diabetic Retinopathy, Retina and Hypertensive Retinopathy, Contact Lens Services, Pediatric Service",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4875018,78.3997822
654,"17.3985691, 78.4444924","House Number 10-5-13/2/A, Road Number 1, Opposite Khaja Function Hall, Banjara Hills",Goodwill Kidney and Surgical Centre,Private,Hospital,Allopathic,"House Number 10-5-13/2/A, Road Number 1, Opposite Khaja Function Hall, Banjara Hills",Andhra Pradesh,Hyderabad,0,500028,040 23314561,0,0,0,0,0,0,0,0,0,0,http://www.goodwillhospitals.com,"Urology, Nephrology and Other Surgical Procedures",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.3985691,78.4444924
658,"17.401414, 78.480615","3-6-217/1, St.Number15, Near Vasavi Public School, Himayathnagar",Hyderabad Eye Centre,Private,Hospital,Allopathic,"3-6-217/1, St.Number15, Near Vasavi Public School, Himayathnagar",Andhra Pradesh,Hyderabad,0,500029,040 23228181,0,9849474173,0,0,0,0,0,040 23228097,0,0,http://www.hyderabadeyecentre.com/,"Phacoemulsification Catract Surgery, LASIK Surgery, Age Related Macular Degenraration, Squint Correction, Glaucoma, Diabetic Retinopathy, Oculoplastic Clinic","Examination Chair, Imported Slit Lamp Bio-Microscope, Keratometer, Ultrasound A-Scan and B-Scan, Pachymetry, Humphery Visual Field Analyser, Corneal Topography, Indirect Ophthalmoscope, Gonioscope and Various Lenses Necessary for Diagnostic and Therapeutic Aspects of Ophthalmology, General Ophthalmology, Surgical Facilities",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.401414,78.480615
660,"17.4853956, 78.3903861","540/1and 2, JNTU Hitech City Road, VI-Phase, KPHB Colony",Icon Hospital,Private,Hospital,Allopathic,"540/1and 2, JNTU Hitech City Road, VI-Phase, KPHB Colony",Andhra Pradesh,Hyderabad,0,500072,"040 64602345, 040 23159666",0,0,0,0,0,0,0,0,info@iconhospitals.in,0,http://www.iconhospitals.in/contact-us/,"Plastic Surgery, Reconstructive Surgery, Aesthetic Surgeries, Gynecology and Obsteric, Orthopedic, Pediatric, Pulmonology, General Medicine, Urology, Laproscopic Surgeries","Personalised Patient Care, Hospital Information System",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4853956,78.3903861
662,"17.461399, 78.4908723","26/A, Sikh Road, Sikh Village, Near Diamond Point, Secunderabad",Janapareddy Hospital,Private,Hospital,Allopathic,"26/A, Sikh Road, Sikh Village, Near Diamond Point, Secunderabad",Andhra Pradesh,Hyderabad,0,500009,"040 40147474, 040 401474745, 040 401474746",09246276141,0,0,0,0,0,0,040  40147476,admin@janapareddy.co.in,0,http://www.janapareddy.co.in,"Gynecology and Obstetrics, General Medicine, ENT, Neurology and Neuro Development, Pediatric Cardiology, Dermatology, Pediatric Urology, Psychiatry and Child Psychatry, Orthopaedics, Pediatric and Neonatal Surgery, General and Laparoscopic Surgery, Plastic and Cosmetic Surgery, ENT, Pediatric Urology, Orthopaedics, Dental Surgery","Operation Theatre, Neonatal Intensive Care Unite, Neonatal Transport Team, Pediatric Intensive Care Unite, Emergency Care, In Patient Rooms, Lab, Pharmacy, Equipment and Facilities",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.461399,78.4908723
664,"17.385044, 78.486671",King Koti,Kamineni Hospital,Private,Hospital,Allopathic,King Koti,Andhra Pradesh,Hyderabad,0,500001,040  66924444,0,0,0,0,0,0,0,040 66924242,coo.khs@kaminenihospitals.com,0,http://www.kaminenihospitals.com,"Cardiology, Cardiothoracic and Vascular Surgery, Orthopedics, Cancer Centre, Urology, Surgical\n","Emergency Services and Facilities, Ambulances, Community Centre, Central Sterile Supply Department, De - Addiction Centre, Academics, Dental Specialities, Blood Bank",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
665,"17.385044, 78.486671",King Koti,Kamineni Fertility Centre,Private,Clinic,Allopathic,King Koti,Andhra Pradesh,Hyderabad,0,501001,040  2476 7777,0,0,0,0,0,0,0,040 24764242,0,0,http://www.kaminenihospitals.com,"Assisted Reproductive Technology, Counselling, Cryopreservation(Freezing), Andrology, Pre Implantation Genetic Diagnostics, Diagnostics, Surgical Procedures","Emergency Services and Facilities, Ambulances, Blood Bank",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
667,"17.385044, 78.486671","1-2-8, Domalguda",Lions Sadhuram Eye Hospital,Private,Hospital,Allopathic,"1-2-8, Domalguda",Andhra Pradesh,Hyderabad,0,500029,"040 23261452, 040 23261094, 040 66664420",0,0,0,0,0,0,0,0,0,0,http://www.lionssadhurameyehospital.com,"Cataract and IOL Surgery Including Phaco Surgical Facilities, Vitreo Retinal Services, Glaucoma Services, Occuloplasty Services Squint and Orthoptic Services, Corneal Services, Contact Lenses Services, A  and B Scan Facilities, Automated Visual Field Analyzer, Laser Treatment, Optical Coherence Tomography (OCT)","Fundus Camera, Pathology Laboratory Facilities, Well Equipped Van with Eye Camp Facilities, In House Pharmacy Facility, In-House Optical Facility, Two Ambulances",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
668,"17.4380983, 78.3994013","Plot 729, Jubilee Hills, Road 36",Live Life Hospital,Private,Hospital,Allopathic,"Plot 729, Jubilee Hills, Road 36",Andhra Pradesh,Hyderabad,0,500033,040 30888888,0,0,0,0,0,0,0,0,0,0,http://www.livlifehospitals.com,"Dermatology, Advanced Laparoscopy, Pain Management, Maxillo Facial Surgery, Hormone Clinic, Dental Clinic, Plastic Surgery","24 Hour Patient Care, Day Care Unit, Diagnostic and Pathology Services, Pharmacy",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4380983,78.3994013
669,"17.385044, 78.486671",Langar Houz,Majestic Hospital,Private,Hospital,Allopathic,Langar Houz,Andhra Pradesh,Hyderabad,0,0,040 23521051,9966770158,0,0,0,0,0,0,0,0,0,http://www.majestichospital.com,"General Surgery, Pediatric, Orthopedics, Obstetrics and Gynaecology, ENT, Anesthesiology, Opthamology, Dermatology",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
670,"17.4481595, 78.4619685","1-11-252/1A-1D, Alladin Mansion, Street Number 3, Begumpet",Maxivision Eye Hospital,Private,Hospital,Allopathic,"1-11-252/1A-1D, Alladin Mansion, Street Number 3, Begumpet",Andhra Pradesh,Hyderabad,0,0,040 27763677,0,0,0,0,0,1800 425 6294,0,0,info@maxivisioneyehospital.com,0,http://maxivisioneyehospital.com,"Cataract, Refractive, Laser, Cornea, Retina, Glaucoma, Pediatric",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4481595,78.4619685
672,"17.393152, 78.4726553","Raghava Ratna Towers, Nampally",Medwin Hospital,Private,Hospital,Allopathic,"Raghava Ratna Towers, Nampally",Andhra Pradesh,Hyderabad,0,500001,"040 23202902, 040 23206666",0,0,0,0,0,0,0,"040 23201120, 040 23203565","info@medwinhospitals.org, medwinhospitals@yahoo.co.in",0,http://www.medwinhospital.com,"Anaesthesia, Cardiology, Dermatology, Diabetology, Endocrinology, Gastroenterology, General Medicine and family Medicine, Microbiology, Nephrology, Neurology, Pulmonology, ENT, General Surgery, Neuro Surgery, Obstetrics and Gynaecology, Plastic Surgery, Urology etc","Out Patient Service, Day Care Centre, In Patient Service, Emergency Care, Intensive Care Unit, Operation Theatre, Special Diagnostic Lab, Dialysis Centre, Laboratory Service, Physiotheraphy and Rehab, Blood Bank, Health Check-ups, General Instructions, Patient Counseling, Amenities, Oncology, Bone and Joint Centre, Pharmacy 24x7",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.393152,78.4726553
673,"17.4104308, 78.4374452","Road Number 12, Banjara Hills",Motherhood Hospital,Private,Hospital,Allopathic,"Road Number 12, Banjara Hills",Andhra Pradesh,Hyderabad,0,500034,040 67339999,9900395698,0,0,0,0,0,0,040 67339933,info  hyd@motherhoodindia.com,0,http://www.motherhoodindia.com,"Maternity, Gynaecology, Pediatrics, Fertility, Intensive Care, Fetal Care, Cosmetology",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4104308,78.4374452
674,"17.4400802, 78.3489168","3rd Floor, Millennium Square, Near Commissionerate of Police, Gachibowli",Motherhood Hospital,Private,Hospital,Allopathic,"3rd Floor, Millennium Square, Near Commissionerate of Police, Gachibowli",Andhra Pradesh,Hyderabad,0,500032,7680957500,9900395698,0,0,0,0,0,0,041 67339933,info  hyd@motherhoodindia.com,0,http://www.motherhoodindia.com,"Maternity, Gynaecology, Pediatrics, Fertility, Intensive Care, Fetal Care, Cosmetology",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4400802,78.3489168
679,"17.456708, 78.4390542","7-2-1735, CZech Colony, Sanath Nagar",Neelima,Private,Hospital,Allopathic,"7-2-1735, CZech Colony, Sanath Nagar",Andhra Pradesh,Hyderabad,0,500018,"040 64617475, 040 21111100",0,0,0,0,0,0,0,0,neelimahospital@gmail.com,0,http://www.neelimahospital.com,"Gynaecologist and Obstetrician, Anethesia's and Critical Care, Neurology, Paediatric, Orthopaedics, Gastroenterology, Cardiology, ENT, Urology, Plastic Surgery, Physiotheraphy","Ambulance Service, Home Visit, Availability of Specialist Doctors, 24 hours On Call",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.456708,78.4390542
681,"17.385044, 78.486671","Chapel Road, Abids",NeoRetina,Private,Hospital,Allopathic,"Chapel Road, Abids",Andhra Pradesh,Hyderabad,0,0,"040 23236666, 0 40 64640566",9849597789,0,0,0,0,0,0,0,0,0,http://www.neoretina.com,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
683,"17.4447068, 78.4663812","SP Road, Near Begumpet Old Airport, Begumpet",Pace Hospital,Private,Hospital,Allopathic,"SP Road, Near Begumpet Old Airport, Begumpet",Andhra Pradesh,Hyderabad,0,500084,"040 66171717, 040 27764646",0,0,0,0,0,0,0,0,info@pacehospitals.in,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4447068,78.4663812
684,"17.424611, 78.450531","6-3-347/22B/1, Dwarakapuri Colony, Near Saibaba Temple",Pragna Hospital,Private,Hospital,Allopathic,"6-3-347/22B/1, Dwarakapuri Colony, Near Saibaba Temple",Andhra Pradesh,Hyderabad,0,0,"040 66827999, 040 66666399",9948889222,0,0,0,0,0,0,040 23357979,"info@pragnahospital.com, sureshkumarsurapaneni@gmail.com",0,http://www.pragnahospital.com,"Pediatric ICU, Pediatric Neonatology, Pediatric Cardiology, Pediatric Surgery, Pediatric Dermatology, Pediatric Neurology, Cosmetic Surgery, ENT, Radiologist, Pediatric Audiology",0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.424611,78.450531
686,"17.4947934, 78.3996441","MIG 303, KPHB, Road Number 4, Remedy Hospital Lane, Kukatpally",Prasad Hospital,Private,Hospital,Allopathic,"MIG 303, KPHB, Road Number 4, Remedy Hospital Lane, Kukatpally",Andhra Pradesh,Hyderabad,0,500072,"040 64519124, 040 64514074",0,0,0,0,0,0,0,0,0,0,www.prasadhospital.com,"Ultrasound Workup, Human Embryo Biopsy, Intraterine Insemination (IUI), In Vitro Fertilization (IVF), Sperm Retrieval Assisted Hatching, Blastocyst Culture, Egg Donation, Embryo Donation","ENT, General Surgery, General Medicine, Plastic Surgery, Dermatology, Obstetrics and Gynaecology, Infertility and IVF, Paediatrics, Orthopedics and Trauma, Anesthesia and Critical Care\n",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4947934,78.3996441
687,"17.4164876, 78.5135489","12-11-253, Prasad Hospitals, Warasiguda, Secunderabad",Sridevi Nursing Home,Private,Nursing Home,Allopathic,"12-11-253, Prasad Hospitals, Warasiguda, Secunderabad",Andhra Pradesh,Hyderabad,0,500061,"040 27509124, 040 27500143",0,0,0,0,0,0,0,0,0,0,http://www.prasadhospitals.in/warsiguda.php,"Ultrasound Workup, Human Embryo Biopsy, Intraterine Insemination (IUI), In Vitro Fertilization (IVF), Sperm Retrieval Assisted Hatching, Blastocyst Culture, Egg Donation, Embryo Donation","ENT, General Surgery, General Medicine, Plastic Surgery, Dermatology, Obstetrics and Gynaecology, Infertility and IVF, Paediatrics, Orthopedics and Trauma, Anesthesia and Critical Care\n",0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4164876,78.5135489
688,"17.385044, 78.486671",KPHB,Preeti Urology and Kidney Hospital,Private,Hospital,Allopathic,KPHB,Andhra Pradesh,Hyderabad,0,500072,040 23152444,9392159169,0,0,0,0,0,0,0,preetihospital@gmail.com,0,http://www.preetihospital.com,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.385044,78.486671
689,"17.4119955, 78.571417","D.Number 8-3-214/18, Srinivasa Colony West",Raghava Multi Speciality Hospital,Private,Hospital,Allopathic,"D.Number 8-3-214/18, Srinivasa Colony West",Andhra Pradesh,Hyderabad,0,500038,"040 23732617, 040 23732453, 040 55108329",0,0,0,0,0,0,0,040 23732617,info@raghavahospital.com,0,http://www.raghavahospital.com,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,28,0,17.4119955,78.571417
